bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
3.658738851434041,5.156333537548791,7.0952848872578205,6.266881586119521,9.073130083998793,9.513128417369705,9.716762455871885,10.287909982143011,9.833513948462866,9.875874110605984,15.465062907028763
