bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
4.682421,3.7291715,3.303687,3.120078,2.9578679,2.8120704,2.425642,2.010052,1.8781264,1.771472,1.532251
