bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
11.419636,11.264924,10.337906,9.235646,8.637572,9.054868,9.2346735,8.686999,7.6820545,6.487572,4.7009997
