bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
4.453695935660174,4.92211121879052,6.194956934725493,5.509072409904285,6.556158607362087,6.5164567080590174,6.395011436848103,6.121821890769744,5.021482462762985,4.3106027765526695,2.7506901671913515
