bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
32.781986,27.887835,29.735052,28.982435,30.037598,29.291052,26.11478,23.670248,20.94964,18.265606,11.9523325
