bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
3.4858026742954795,4.954722592456399,5.243350040205326,3.3427842186844683,4.807661692220923,3.4945131619672196,3.471030496173776,3.436413432969059,4.8073999358666235,4.748375290702754,4.533483467359559
