bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.01565798744559288,0.23760927981145316,0.2571782333738604,0.24607437460181772,0.25101095335739426,0.25333742858545494,0.24095189133621045,0.2667570833224037,0.25447526554521377,0.2514923877391519,0.26749802553693874,0.2854337147442572,0.2613624088189681,0.227397590264287,0.2667805913122298,0.24563665283136105,0.2443201907609245,0.25014896292755706,0.27311740732925566,0.25365287350607524,0.23601348125146984
