bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.01565798744559288,0.018127787858247757,0.019382737576961517,0.01957923173904419,0.018603526055812836,0.020868496969342232,0.01794184371829033,0.026097692549228668,0.024037500843405724,0.02336563728749752,0.015417900867760181,0.024606062099337578,0.022305162623524666,0.020840993151068687,0.022923529148101807,0.02090790495276451,0.0241885744035244,0.01617257297039032,0.020099055022001266,0.02156250923871994,0.02116459421813488
