bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
93.75425846014082,93.6861230978878,93.25459913695208,93.59527594821712,93.32273449920508,93.48171701112878,93.8451056098115,93.2318873495344,93.54985237338178,93.34544628662276,93.36815807404042,92.91392232568703,93.34544628662276,93.73154667272314,93.34544628662276,93.2318873495344,93.05019305019304,93.6861230978878,93.02748126277538,93.52714058596412,93.6179877356348
