layer_id,name,D,M,N,Q,W_scale,alpha,alpha_weighted,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
1,Conv2d,0.18984235983441877,3,64,21.333333333333332,1.6078042690995267,7.034833127987181,-2.055882421636636,0.5472756127258361,0.22701172859039884,0.9957155040837082,True,0.510219156742096,conv2d,-1.205155852292625,1.0188974091947747,-0.2922432393538336,conv1,27,1.0726285077580326,10.44473460316658,27,16,0,0,9,1.5087082819967952,0.9777365375159672,0.510219156742096,20.471074958963474,success,0.714296281337738,0.592461884021759,under-trained,0,0.510219156742096,0.36880335211753845
7,Conv2d,0.08791466846894347,64,64,1.0,7.4863187814200085,8.527538383252832,-9.588499565190963,0.07253994909898454,0.0,0.9547587450344679,True,0.07509034872055054,conv2d,-8.700091557409205,1.0118858509404167,-1.1244158787982408,layer1.0.conv1,576,0.9660355869293225,10.277461319644004,576,45,0,0,9,1.1221391685461464,1.0081541537688563,0.07509034872055054,136.86793968545382,success,0.27402618527412415,0.00307196076028049,under-trained,5,0.07509034872055054,0.050251659005880356
10,Conv2d,0.10935683470880275,64,64,1.0,7.522308154243028,7.560932234412681,-8.60521979234494,0.07177096880051857,0.0,0.9547405477474012,True,0.0727585032582283,conv2d,-7.525955581953375,1.0077202424410676,-1.138116243547232,layer1.0.conv2,576,0.9864272296228407,10.179354578234296,576,48,0,0,9,0.9469889979182635,1.0076170998639848,0.0727585032582283,139.90604702390036,success,0.2697378396987915,0.0025870073586702347,under-trained,6,0.0727585032582283,0.048905763775110245
15,Conv2d,0.11274105577247989,64,64,1.0,7.523658079050322,11.284221158186087,-13.1262456269632,0.07166671526349473,0.0,0.9550265248382457,True,0.06866905093193054,conv2d,-12.118976442422372,1.0075643827542187,-1.1632389549048163,layer1.1.conv1,576,1.0436537900390626,10.17570206496007,576,31,0,0,9,1.847100647226161,1.0070657001896608,0.06866905093193054,148.18469058276227,success,0.26204779744148254,0.003442568238824606,under-trained,3,0.06866905093193054,0.05415022000670433
18,Conv2d,0.11513403219356327,64,64,1.0,7.575051329173271,15.141378844059188,-17.35037970171531,0.07075734906267428,0.0,0.9543664908288114,True,0.07146745920181274,conv2d,-16.717953740126177,1.0016513234240487,-1.1458916575832745,layer1.1.conv2,576,0.9900638675689697,10.038095506616173,576,18,0,0,9,3.333154958654078,1.0074914312634036,0.07146745920181274,140.45686832478802,success,0.267333984375,0.0023205364122986794,under-trained,3,0.07146745920181274,0.058396514505147934
24,Conv2d,0.0958225914129508,64,128,2.0,5.484650271100956,28.87217005872195,-28.92365152697101,0.09797098011287152,0.0028839963835236584,0.9911941948446688,True,0.09959027171134949,conv2d,-28.5698792264364,1.2821246034389082,-1.0017830827452303,layer2.0.conv1,576,0.9837404640970226,19.148052230244502,576,12,0,0,9,8.046002443151073,1.0056271243785369,0.09959027171134949,192.26829991731367,success,0.31557926535606384,0.06315401941537857,under-trained,0,0.09959027171134949,0.08822871744632721
27,Conv2d,0.1078418770841354,128,128,1.0,7.763828411175309,37.04367376183265,-43.00720134001603,0.06729623111835888,0.0,0.9949490887396046,True,0.06902614235877991,conv2d,-42.83043503531092,1.2813006221777783,-1.1609863972057708,layer2.0.conv2,1152,0.9749383178415301,19.111757322086156,1152,10,0,1,9,11.398010432744055,1.007027438747235,0.06902614235877991,276.87708843336804,success,0.2627282738685608,0.001465635490603745,under-trained,7,0.06902614235877991,0.06217203289270401
31,Conv2d,0.13399878768079682,64,128,2.0,1.8381436511609226,8.144927076440059,-0.8772478242691083,0.8075337779193016,0.023771574933815386,0.9436166302497698,True,0.7803603410720825,conv2d,-0.3263026345249815,1.2774210768927645,-0.10770481012735243,layer2.0.shortcut.0,64,1.03482165278913,18.941792592406273,64,11,0,0,1,2.1542765697275117,0.9676072409280756,0.7803603410720825,24.273135877693974,success,0.8833800554275513,0.167552188038826,under-trained,0,0.7803603410720825,0.5595384836196899
34,Conv2d,0.12385235946296264,128,128,1.0,7.834584035881589,8.112034858274736,-9.660746382253654,0.06622611392910067,0.0,0.9951330681240947,True,0.06442949175834656,conv2d,-8.238626470392639,1.273420592530149,-1.1909152945021118,layer2.1.conv1,1152,1.0278850899133682,18.7681122622622,1152,88,0,0,9,0.758145463265123,1.008092963947694,0.06442949175834656,291.2969162112143,success,0.2538296580314636,0.0009229575516656041,under-trained,11,0.06442949175834656,0.045929741114377975
37,Conv2d,0.1118748837133886,128,128,1.0,7.871101086466263,15.888846263520843,-18.758562547863082,0.06553891023790752,0.0,0.9950425922901197,True,0.06597630679607391,conv2d,-17.84020913472637,1.2693814991651275,-1.1806119989297656,layer2.1.conv2,1152,0.9933703994750972,18.594371312246665,1152,31,0,0,9,2.67411572998988,1.0075233087185194,0.06597630679607391,281.8340737034582,success,0.2568585276603699,0.0010937107726931572,under-trained,7,0.06597630679607391,0.055006202310323715
