bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.48107045888900757,1.7876150981774406,1.9599637682475741,2.3100774548356493,2.894131217684065,1.675422795471691,1.681618691436828,1.7247069165820168,1.7181607432781705,1.6887811181091128,1.753082899820237,1.836223419223513,1.9053525465821464,2.07112166143599,2.278330679923769,2.2842204731608193,2.337468125517406,2.4020274044975403,4.935642094839187,4.9777605098391335,4.590929746627808
