bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.48107045888900757,0.5018802881240845,0.5428886413574219,0.570188045501709,0.5541386008262634,0.4711318910121918,0.47476619482040405,0.48866623640060425,0.49303287267684937,0.4854588806629181,0.5038443207740784,0.46945691108703613,0.490199476480484,0.4781241714954376,0.4664537012577057,0.468537837266922,0.4490973949432373,0.4357151985168457,0.027416177093982697,0.02591468207538128,0.0698494017124176
