bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
4.447504970446618,4.948894469096888,6.325352885770975,5.6336931589028065,6.730325908741493,6.716468532801382,6.585210638678566,6.2906284357355915,5.1464378874493955,4.374263501778157,2.7504499857312865
