bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
77.07996517846038,75.98557393359035,75.22696182066908,71.89404302947395,63.62392737221739,76.24673548066161,76.13480910334536,76.34622559383162,76.75662231065787,76.96803880114413,76.66956846163413,72.1552045765452,72.24225842556896,68.0885462007213,63.46225593831613,63.760726277826144,61.3605272975998,59.73137669444099,4.825270488745181,4.5392364133814205,10.235045392364134
