bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
11.422408,11.251127,10.297722,9.23991,8.668012,9.101388,9.292608,8.7599535,7.720044,6.4629326,4.688682
