layer_id,name,D,M,N,Q,W_scale,alpha,alpha_weighted,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
3,Conv2d,0.08825297604795693,3,768,256.0,3.4072455216268276,24.532129491632343,-9.325463869088495,0.015357280625225518,0.011956360348358968,1.0980278163386974,True,0.4167420566082001,conv2d,-9.215078232889601,2.4226143525912773,-0.38013266937423085,clip_model.visual.conv1,3072,0.036850805868301556,264.614935151767,3072,31,1463,0,1024,4.226495224677804,0.3974034662270105,0.4167420566082001,634.9609571575941,success,0.6455556154251099,0.4359593391418457,under-trained,0,0.4167420566082001,0.32574617862701416
9,NonDynamicallyQuantizableLinear,0.05245751722674319,768,768,1.0,2.846534704875251,3.8857130667013835,0.17822670625728676,0.5031025808116365,0.0,0.9752763781179649,True,1.1113917827606201,dense,0.6135945885514974,1.9767282538583277,0.045867181440801805,clip_model.visual.transformer.resblocks.0.attn.out_proj,768,0.4526779742441181,94.78252058391762,768,205,5,1,1,0.2015469430682384,1.0095196110263593,1.1113917827606201,85.28272572655199,success,1.0542256832122803,9.281488746637478e-05,,3,1.1113917827606201,0.18240290880203247
12,Linear,0.05224568935278251,768,3072,4.0,1.2261023611601978,2.800109598810489,5.442127448278901,0.21952342987060547,0.02439149220784505,0.8317150766999389,True,87.80937194824219,dense,5.457785677179945,2.7083077624867435,1.943540870896898,clip_model.visual.transformer.resblocks.0.mlp.c_fc,768,0.0025,510.8668972074811,768,158,364,0,1,0.14320903036483357,0.3829798365835071,87.80937194824219,5.817908565712135,success,9.370665550231934,0.018391203135252,,0,87.80937194824219,0.8735809922218323
14,Linear,0.021512572251458195,768,3072,4.0,1.8416304528971166,2.6895699198812655,3.006201716659481,0.11693456777253897,0.01299272975250433,0.9200641435370692,True,13.113717079162598,dense,3.143898638631841,2.354956244497625,1.1177258097800982,clip_model.visual.transformer.resblocks.0.mlp.c_proj,768,0.00891696588134766,226.44161544344388,768,212,417,0,1,0.11604013851281599,0.4198389102228448,13.113717079162598,17.267538568698765,success,3.621286630630493,0.059951890259981155,,0,13.113717079162598,0.326321005821228
18,NonDynamicallyQuantizableLinear,0.02971049578771956,768,768,1.0,2.9646501712708333,4.241516354370203,0.7815427186717248,0.45732238820501125,0.0,0.9932159940497843,True,1.5284816026687622,dense,0.8392533945169038,1.9414143120846614,0.18426021577553747,clip_model.visual.transformer.resblocks.1.attn.out_proj,768,0.29920045318603533,87.38045706921085,768,227,6,0,1,0.21514699693280595,1.0024314640003025,1.5284816026687622,57.168144462218365,success,1.236317753791809,0.0003299048694316298,,2,1.5284816026687622,0.14541178941726685
21,Linear,0.018285951232334063,768,3072,4.0,1.250296567728422,3.0945542396113654,3.501283561758059,1.349663112760888,0.14996256808454314,0.9925653282702801,True,13.53424072265625,dense,3.6134651789123655,2.6913351420930303,1.1314338966628594,clip_model.visual.transformer.resblocks.1.mlp.c_fc,768,0.09972211522006984,491.28685262426734,768,334,52,0,1,0.11460890883371033,0.9683547097362245,13.53424072265625,36.29955035466863,success,3.678891181945801,0.0487346313893795,,0,13.53424072265625,0.5653988122940063
23,Linear,0.03352463318459953,768,3072,4.0,1.7348796336209917,5.676617043812083,1.0122592652573332,0.5275831899330026,0.05862035443700028,1.0024636831242029,True,1.5077205896377563,dense,1.8058716957743688,2.406822522604903,0.17832086565726113,clip_model.visual.transformer.resblocks.1.mlp.c_proj,768,0.3499210620051022,255.16583370266017,768,86,132,0,1,0.504292585044723,0.8400856462116455,1.5077205896377563,169.2394701354885,success,1.2278927564620972,0.04382029175758362,,0,1.5077205896377563,0.6292460560798645
27,NonDynamicallyQuantizableLinear,0.030147555014815697,768,768,1.0,2.9495138457247334,4.179798833678804,0.09639079913042725,0.47107227406423635,0.0,0.9495486115184033,True,1.0545352697372437,dense,0.7732635523306288,1.9458603416468876,0.023061109628950718,clip_model.visual.transformer.resblocks.2.attn.out_proj,768,0.44671078112125395,88.27959694409236,768,92,16,0,1,0.3315169453119528,1.0121950645700757,1.0545352697372437,83.71421940784285,success,1.0269056558609009,0.00014565909805241972,,3,1.0545352697372437,0.27749285101890564
30,Linear,0.037918920300936465,768,3072,4.0,1.2700779610077788,5.789704078087898,3.6751572580987517,0.9921520941645213,0.1102391215738357,0.9899916271551343,True,4.312952041625977,dense,3.9610160783403225,2.677700460015174,0.6347746289845794,clip_model.visual.transformer.resblocks.2.mlp.c_fc,768,0.2300401406250002,476.1024978812784,768,70,160,0,1,0.5724791344376272,0.8433896122507579,4.312952041625977,110.38900810540626,success,2.0767648220062256,0.12746749818325043,,0,4.312952041625977,1.4050863981246948
32,Linear,0.06139814744111127,768,3072,4.0,1.6420526401516813,4.86026101123235,1.1986342695984464,0.715176682799753,0.07946407586663923,0.9974686374709247,True,1.7644904851913452,dense,2.252180553433531,2.454587069201624,0.24661932082008187,clip_model.visual.transformer.resblocks.2.mlp.c_proj,768,0.405316259170532,284.83087839733344,768,78,85,0,1,0.43708848888221824,0.9257686921481019,1.7644904851913452,161.42386756279151,success,1.3283412456512451,0.03365686163306236,,0,1.7644904851913452,0.7782434821128845
