bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
4.970556195139498,5.040999101443366,6.086360642472937,5.4139338904398295,6.228970063965359,6.224114768060777,6.093430810938075,5.8170464339677865,4.718653317964511,3.99712951173911,2.593480824139843
