bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
43.829517,39.58737,34.80145,32.18544,30.796076,30.490128,29.244293,27.901144,25.235607,22.661266,17.606716
