bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
3.516999896751776,4.913038194621282,6.667740657199711,5.897278493069923,8.618823605427103,9.013503125393633,9.252557947842003,9.841962655325544,9.48158693020409,9.541062521835828,15.329004779616392
