bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.048803046345710754,0.6642178439865478,0.7337559282589263,0.7337326812096678,0.7689132989405062,0.7398589301033142,0.7593408533559439,0.678748644055269,0.7554054409741594,0.6923175388441299,0.6535654947780573,0.9012377145953072,0.9057188856715973,0.9556048599104531,1.1801453324171682,1.1566742885227022,1.3164287003846213,1.4502585160846528,1.7485233766202348,1.9727056060736172,2.2525043243798204
