bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
0.048803046345710754,0.03630370274186134,0.04493522644042969,0.054239675402641296,0.030941709876060486,0.05701969563961029,0.06494155526161194,0.04343126714229584,0.05077572911977768,0.04594119265675545,0.03289984166622162,0.05497884750366211,0.03375939652323723,0.05648036301136017,0.044270098209381104,0.028924670070409775,0.044496893882751465,0.08884083479642868,0.03958883881568909,0.04331105947494507,0.014295825734734535
