bs,0.1,0.3,0.5,0.7,1e-05,5e-05,0.0001,0.0005,0.001,0.005,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
75.65,77.43,74.81,75.85,74.34,75.09,74.42,77.67,74.81,76.68,77.74,68.06,68.26,66.52,58.14,59.62,52.67,47.52,36.28,28.03,14.61
