bs,Auto,Rand,AugM,TrAu,Noize10,Noize30,Noize50,Auto1,Auto2,Auto3
4.529591,3.690905,3.2853813,3.0945513,2.9299183,2.7673926,2.3323138,1.932473,1.8507625,1.7489855,1.5417082
